AOid	AOPid	AOPtitle	AOtitle	Ensembl	HGNC	index	KEid	KEtitle	name	selected	shared.name	label	type
						333393	https://identifiers.org/aop.events/209	Peptide Oxidation	https://identifiers.org/aop.events/209	false	https://identifiers.org/aop.events/209	Peptide Oxidation	KE
						333396	https://identifiers.org/aop.events/55	Cell injury/death	https://identifiers.org/aop.events/55	false	https://identifiers.org/aop.events/55	Cell injury/death	KE
						333399	https://identifiers.org/aop.events/188	Neuroinflammation	https://identifiers.org/aop.events/188	false	https://identifiers.org/aop.events/188	Neuroinflammation	KE
						333402	https://identifiers.org/aop.events/381	Reduced levels of BDNF	https://identifiers.org/aop.events/381	false	https://identifiers.org/aop.events/381	Reduced levels of BDNF	KE
						333405	https://identifiers.org/aop.events/202	Inhibition, Nuclear factor kappa B (NF-kB)	https://identifiers.org/aop.events/202	false	https://identifiers.org/aop.events/202	Inhibition, Nuclear factor kappa B (NF-kB)	KE
						333408	https://identifiers.org/aop.events/898	Disruption, Lysosome	https://identifiers.org/aop.events/898	false	https://identifiers.org/aop.events/898	Disruption, Lysosome	KE
						333411	https://identifiers.org/aop.events/1493	Increased Pro-inflammatory mediators	https://identifiers.org/aop.events/1493	false	https://identifiers.org/aop.events/1493	Increased Pro-inflammatory mediators	KE
						333414	https://identifiers.org/aop.events/941	Activation, EGFR	https://identifiers.org/aop.events/941	false	https://identifiers.org/aop.events/941	Activation, EGFR	KE
						333417	https://identifiers.org/aop.events/962	Increase, Mucin production	https://identifiers.org/aop.events/962	false	https://identifiers.org/aop.events/962	Increase, Mucin production	KE
						333420	https://identifiers.org/aop.events/960	Increased, Uptake of thyroxine into tissue	https://identifiers.org/aop.events/960	false	https://identifiers.org/aop.events/960	Increased, Uptake of thyroxine into tissue	KE
						333423	https://identifiers.org/aop.events/984	Impairment, T-cell dependent antibody response	https://identifiers.org/aop.events/984	false	https://identifiers.org/aop.events/984	Impairment, T-cell dependent antibody response	KE
						333426	https://identifiers.org/aop.events/981	Reduction, NFAT/AP-1 complex formation	https://identifiers.org/aop.events/981	false	https://identifiers.org/aop.events/981	Reduction, NFAT/AP-1 complex formation	KE
						333429	https://identifiers.org/aop.events/1202	Suppression, IL-2 and IL-4 production	https://identifiers.org/aop.events/1202	false	https://identifiers.org/aop.events/1202	Suppression, IL-2 and IL-4 production	KE
						333432	https://identifiers.org/aop.events/1488	Glutamate dyshomeostasis	https://identifiers.org/aop.events/1488	false	https://identifiers.org/aop.events/1488	Glutamate dyshomeostasis	KE
						333435	https://identifiers.org/aop.events/1492	Tissue resident cell activation	https://identifiers.org/aop.events/1492	false	https://identifiers.org/aop.events/1492	Tissue resident cell activation	KE
						333438	https://identifiers.org/aop.events/1499	Increased, activation of T (T) helper (h) type 2 cells	https://identifiers.org/aop.events/1499	false	https://identifiers.org/aop.events/1499	Increased, activation of T (T) helper (h) type 2 cells	KE
						333441	https://identifiers.org/aop.events/1496	Increased, secretion of proinflammatory mediators	https://identifiers.org/aop.events/1496	false	https://identifiers.org/aop.events/1496	Increased, secretion of proinflammatory mediators	KE
						333444	https://identifiers.org/aop.events/1193	N/A, Breast Cancer	https://identifiers.org/aop.events/1193	false	https://identifiers.org/aop.events/1193	N/A, Breast Cancer	KE
						333447	https://identifiers.org/aop.events/1262	Apoptosis	https://identifiers.org/aop.events/1262	false	https://identifiers.org/aop.events/1262	Apoptosis	KE
						333450	https://identifiers.org/aop.events/1457	Induction, Epithelial Mesenchymal Transition	https://identifiers.org/aop.events/1457	false	https://identifiers.org/aop.events/1457	Induction, Epithelial Mesenchymal Transition	KE
